2.965153	2.447427	1.958754	-0.073541	-2.088459	-1.156375	-0.361324	1.621895	-4.510862	-0.006392	-1.000000
-4.303194	-0.032933	2.568076	3.488505	1.726636	0.230978	1.483300	-4.560341	-0.949456	-0.744622	-1.000000
-0.261568	0.974854	-1.132005	-0.495228	-1.851622	-4.663177	-0.368071	-4.031803	2.728657	4.001672	-1.000000
-1.968794	2.500225	-0.230466	-0.063074	1.461600	-0.245143	0.248745	-3.694138	3.124973	1.567008	1.000000
-1.383537	-3.535660	-2.023477	-0.592387	-0.790183	3.946650	1.643966	2.944593	-3.018274	-2.806245	-1.000000
0.800220	1.812323	0.366988	-0.009715	1.257426	0.303326	-2.808354	0.327474	0.927196	-1.130473	1.000000
-2.672988	-1.266801	0.323057	-1.546637	-1.530691	0.880174	1.169388	1.370279	-1.753002	-2.710567	-1.000000
-0.478831	4.285958	-1.268510	2.449303	1.817847	-1.465765	-1.199725	-0.626927	-0.457204	-1.722129	1.000000
3.125634	-3.926531	-2.793581	0.209777	1.796805	-0.455093	1.750434	-1.315693	-3.697562	-1.830595	-1.000000
-1.648219	0.907611	0.400521	-0.439121	-0.566572	-0.211626	-0.978524	0.626102	-1.215366	1.140790	-1.000000
-1.833784	-2.158303	0.238251	-1.440019	1.105261	1.249315	-2.369075	-0.246375	0.918576	-1.920759	1.000000
-0.294625	-0.456846	0.334003	1.173869	-2.757545	0.003046	0.983632	-1.468376	1.403257	0.356600	1.000000
1.400531	0.947203	0.981055	0.409783	-1.929325	1.411782	1.032446	-1.708454	0.382643	-2.653334	-1.000000
1.052436	-1.872004	2.793847	0.816369	-1.838878	1.107146	-2.018899	0.388553	0.183229	1.338847	1.000000
1.148958	-4.387439	-2.261484	-1.492587	2.901213	-2.362233	3.025015	0.557254	0.063582	-1.896334	-1.000000
1.770744	0.075279	-0.044474	2.224638	-0.078082	-0.049366	0.608336	-1.162776	-2.089068	-0.129359	-1.000000
-1.760376	-0.458154	-1.324954	0.836979	-1.001724	1.554658	-2.594002	-0.624157	-0.037904	-2.422351	1.000000
-1.197737	-3.972896	-0.530228	1.206785	4.239834	-0.631119	1.887888	1.198646	0.668542	-4.666323	-1.000000
